ID,Date,Sport,League,Event,Type,Description,Pick,Opponent,Odds,Risk,To Win,Status,Result Date,Notes
1266,2025-12-16,Multi,NCAAB/NCAAF,ETSU @ UNC / ODU @ USF,parlay,2-leg parlay: UNC -1667 + ODU +126,"UNC, ODU",,100,500,500,won,2025-12-16,ETSU @ UNC: UNC -1667 (win); ODU @ USF: ODU +126 (win)
1267,2025-12-16,Multi,NCAAB/NCAAF,ETSU @ UNC / TROY @ JVST,parlay,3-leg parlay: UNC -1667 + JVST -110,"UNC, JVST",,173,500,865,won,2025-12-16,ETSU @ UNC: UNC -1667 (win); TROY @ JVST: JVST -110 (win)
1268,2025-12-17,Multi,NCAAF/NFL,LV @ HOU / UL @ DEL / PHI @ WAS +2 more,parlay,2-leg parlay: HOU -1100 + DEL +1.5 -117 + PHI -300 + DET -1 -110 + LA +7.5 -112 + LA +7.5 -112 + PHI -1 -110 + LA @ SEA: u48 -110,"HOU, DEL, PHI, DET, LA, LA, PHI, LA",,104,500,520,lost,2025-12-17,LV @ HOU: HOU -1100 (win); UL @ DEL: DEL +1.5 -117 (win); PHI @ WAS: PHI -300 (win); PIT @ DET: DET -1 -110 (loss); LA @ SEA: LA +7.5 -112 (win); LA @ SEA: LA +7.5 -112 (win); PHI @ WAS: PHI -1 -110 (win); LA @ SEA: LA @ SEA: u48 -110 (loss)
1269,2025-12-18,Football,NCAAF,TULN @ MISS / MOST @ ARST,parlay,3-leg parlay: MISS -1000 + MOST -120,"MISS, MOST",,166,500,830,won,2025-12-18,TULN @ MISS: MISS -1000 (win); MOST @ ARST: MOST -120 (loss)
1270,2025-12-19,Multi,NCAAF/NFL,KENN @ WMU / TULN @ MISS / PHI @ WAS,parlay,3-leg parlay: KENN @ WMU: u48 -120 + MISS -900 + PHI -325,"KENN, MISS, PHI",,200,500,1000,lost,2025-12-19,KENN @ WMU: KENN @ WMU: u48 -120 (win); TULN @ MISS: MISS -900 (win); PHI @ WAS: PHI -325 (win)
1271,2025-12-19,Multi,NCAAF/NFL,TULN @ MISS / MEM @ NCST / PIT @ DET,parlay,3-leg parlay: MISS -900 + MEM @ NCST: o56 -112 + DET -325,"MISS, MEM, DET",,125,500,625,lost,2025-12-19,TULN @ MISS: MISS -900 (win); MEM @ NCST: MEM @ NCST: o56 -112 (loss); PIT @ DET: DET -325 (loss)
1272,2025-12-19,Multi,NCAAF/NFL,TULN @ MISS / LV @ HOU / BAMA @ OU,parlay,4-leg parlay: MISS -900 + HOU -1350 + OU -112,"MISS, HOU, OU",,176,500,880,lost,2025-12-19,TULN @ MISS: MISS -900 (win); LV @ HOU: HOU -1350 (win); BAMA @ OU: OU -112 (loss)
1273,2025-12-20,Multi,NCAAF/NFL,TULN @ MISS / BUF @ CLE / LV @ HOU +1 more,parlay,4-leg parlay: MISS -900 + BUF -575 + HOU -950 + USC -4.5 -110,"MISS, BUF, HOU, USC",,156,500,780,won,2025-12-20,TULN @ MISS: MISS -900 (win); BUF @ CLE: BUF -575 (win); LV @ HOU: HOU -950 (win); USC @ TCU: USC -4.5 -110 (loss)
1274,2025-12-20,Multi,NCAAF/NFL,TULN @ MISS / LV @ HOU / PHI @ WAS,parlay,4-leg parlay: MISS -850 + TULN u20.5 -125 + HOU -1350 + PHI -370,"MISS, TULN, HOU, PHI",,156,500,780,won,2025-12-20,TULN @ MISS: MISS -850 (win); TULN @ MISS: TULN u20.5 -125 (win); LV @ HOU: HOU -1350 (win); PHI @ WAS: PHI -370 (win)
1275,2025-12-20,Multi,NCAAF/NFL,TULN @ MISS / LV @ HOU / PHI @ WAS,parlay,2-leg parlay: TULN u20.5 -120 + MISS -850 + HOU -1350 + (Live) PHI -650,"TULN, MISS, HOU, PHI",,118,250,295,lost,2025-12-20,TULN @ MISS: TULN u20.5 -120 (win); TULN @ MISS: MISS -850 (win); LV @ HOU: HOU -1350 (win); PHI @ WAS: (Live) PHI -650 (win)
1276,2025-12-20,Football,NFL,BUF @ CLE / PHI @ WAS / NE @ BAL,parlay,2-leg parlay: BUF -550 + PHI @ WAS: u45 -111 + PHI PK -110 + NE +9 -115,"BUF, PHI, PHI, NE",,160,500,800,won,2025-12-20,BUF @ CLE: BUF -550 (win); PHI @ WAS: PHI @ WAS: u45 -111 (loss); PHI @ WAS: PHI PK -110 (win); NE @ BAL: NE +9 -115 (win)
1277,2025-12-20,Multi,NCAAF/NFL,SF @ IND / JMU @ ORE,parlay,3-leg parlay: SF -255 + (1H) ORE o17.5 -115,"SF, ORE",,175,500,875,lost,2025-12-20,SF @ IND: SF -255 (win); JMU @ ORE: (1H) ORE o17.5 -115 (win)
1278,2025-12-21,Multi,NCAAF/NFL,PIT @ DET / BUF @ CLE / BAMA @ IU +2 more,parlay,3-leg parlay: DET -275 + BUF -595 + BAMA +7 -115 + SF +0.5 -110 + CAR +9 -112,"DET, BUF, BAMA, SF, CAR",,120,250,300,lost,2025-12-21,PIT @ DET: DET -275 (loss); BUF @ CLE: BUF -595 (win); BAMA @ IU: BAMA +7 -115 (loss); SF @ IND: SF +0.5 -110 (win); TB @ CAR: CAR +9 -112 (win)
1279,2025-12-21,Football,NFL,ATL @ ARI / BUF @ CLE / LV @ HOU +2 more,parlay,2-leg parlay: ATL @ ARI: o45.5 -135 + BUF -550 + HOU -1100 + SF PK -112 + LAC +8 -112,"ATL, BUF, HOU, SF, LAC",,162,500,810,lost,2025-12-21,ATL @ ARI: ATL @ ARI: o45.5 -135 (loss); BUF @ CLE: BUF -550 (win); LV @ HOU: HOU -1100 (win); SF @ IND: SF PK -112 (win); LAC @ DAL: LAC +8 -112 (win)
1280,2025-12-22,Multi,NCAAF/NFL,WSU @ USU / SF @ IND,parlay,3-leg parlay: WSU +1.5 -120 + IND +10.5 -235,"WSU, IND",,250,500,1250,lost,2025-12-22,WSU @ USU: WSU +1.5 -120 (win); SF @ IND: IND +10.5 -235 (loss)
1281,2025-12-22,Multi,NCAAF/NFL,SF @ IND / MIA @ OSU / MISS @ UGA,parlay,2-leg parlay: SF @ IND: u46.5 -106 + OSU -372 + UGA -240,"SF, OSU, UGA",,116,500,580,lost,2025-12-22,SF @ IND: SF @ IND: u46.5 -106 (loss); MIA @ OSU: OSU -372 (loss); MISS @ UGA: UGA -240 (loss)
1282,2025-12-23,Multi,NCAAF/NFL,TOL @ LOU / DEN @ KC,parlay,2-leg parlay: (1H) LOU -7 -105 + DEN -950,"LOU, DEN",,277,250,692.5,lost,2025-12-23,TOL @ LOU: (1H) LOU -7 -105 (loss); DEN @ KC: DEN -950 (win)
1283,2025-12-23,Multi,NCAAF/NFL,DEN @ KC / WKU @ USM,parlay,3-leg parlay: DEN -800 + USM -7.5 +240,"DEN, USM",,177,500,885,lost,2025-12-23,DEN @ KC: DEN -800 (win); WKU @ USM: USM -7.5 +240 (loss)
1284,2025-12-23,Multi,NCAAF/NFL,WKU @ USM / DEN @ KC / DET @ MIN,parlay,3-leg parlay: USM -125 + DEN -1000 + DET -250,"USM, DEN, DET",,170,500,850,lost,2025-12-23,WKU @ USM: USM -125 (loss); DEN @ KC: DEN -1000 (win); DET @ MIN: DET -250 (loss)
1285,2025-12-24,Multi,NCAAF/NFL,CAL @ HAW / DET @ MIN / DEN @ KC +1 more,parlay,4-leg parlay: HAW -104 + DET -365 + DEN -910 + DET -1.5 -105 + HOU +8 -110,"HAW, DET, DEN, DET, HOU",,149,500,745,lost,2025-12-24,CAL @ HAW: HAW -104 (win); DET @ MIN: DET -365 (loss); DEN @ KC: DEN -910 (win); DET @ MIN: DET -1.5 -105 (loss); HOU @ LAC: HOU +8 -110 (win)
1286,2025-12-25,Football,NFL,LA @ ATL / BAL @ GB / DEN @ KC +1 more,parlay,2-leg parlay: LA -450 + GB -172 + DEN -1024 + NE -1100,"LA, GB, DEN, NE",,133,500,665,lost,2025-12-25,LA @ ATL: LA -450 (loss); BAL @ GB: GB -172 (loss); DEN @ KC: DEN -1024 (win); NE @ NYJ: NE -1100 (win)
1287,2025-12-26,Multi,NCAAF/NFL,CMU @ NW / LA @ ATL,parlay,2-leg parlay: CMU +10.5 -110 + LA -450,"CMU, LA",,242,500,1210,lost,2025-12-26,CMU @ NW: CMU +10.5 -110 (loss); LA @ ATL: LA -450 (loss)
1288,2025-12-26,Multi,NCAAF/NFL,FIU @ UTSA / LA @ ATL,parlay,2-leg parlay: FIU +180 + LA -450,"FIU, LA",,110,500,550,won,2025-12-26,FIU @ UTSA: FIU +180 (loss); LA @ ATL: LA -450 (loss)
1289,2025-12-27,Multi,NCAAF/NFL,NE @ NYJ / PITT @ ECU,parlay,2-leg parlay: NE -1050 + PITT @ ECU: u53 -110,"NE, PITT",,112,500,560,lost,2025-12-27,NE @ NYJ: NE -1050 (win); PITT @ ECU: PITT @ ECU: u53 -110 (win)
1290,2025-12-27,Multi,NCAAF/NFL,NE @ NYJ / PSU @ CLEM,parlay,3-leg parlay: NE -900 + CLEM -3 -110,"NE, CLEM",,175,500,875,won,2025-12-27,NE @ NYJ: NE -900 (win); PSU @ CLEM: CLEM -3 -110 (loss)
1291,2025-12-27,Multi,NCAAF/NFL,UCONN @ ARMY / NE @ NYJ / LSU @ HOU +3 more,parlay,5-leg parlay: ARMY -290 + NE -900 + HOU -110 + ARMY -1.5 -105 + BAL +9.5 +100 + HOU +7.5 -105 + NAVY -1 -112,"ARMY, NE, HOU, ARMY, BAL, HOU, NAVY",,238,500,1190,won,2025-12-27,UCONN @ ARMY: ARMY -290 (win); NE @ NYJ: NE -900 (win); LSU @ HOU: HOU -110 (win); UCONN @ ARMY: ARMY -1.5 -105 (win); BAL @ GB: BAL +9.5 +100 (win); HOU @ LAC: HOU +7.5 -105 (win); NAVY @ CIN: NAVY -1 -112 (win)
1292,2025-12-27,Multi,NCAAF/NFL,SEA @ CAR / JAC @ IND / NE @ NYJ +2 more,parlay,2-leg parlay: SEA -320 + JAC -215 + NE -1050 + ARMY -320 + NAVY -285,"SEA, JAC, NE, ARMY, NAVY",,150,500,750,won,2025-12-27,SEA @ CAR: SEA -320 (win); JAC @ IND: JAC -215 (win); NE @ NYJ: NE -1050 (win); UCONN @ ARMY: ARMY -320 (win); NAVY @ CIN: NAVY -285 (win)
1293,2025-12-27,Football,NCAAF,UCONN @ ARMY / UNT @ SDSU,parlay,2-leg parlay: ARMY -290 + SDSU +6 -110,"ARMY, SDSU",,123,500,615,lost,2025-12-27,UCONN @ ARMY: ARMY -290 (win); UNT @ SDSU: SDSU +6 -110 (win)
1294,2025-12-27,Football,NCAAF,GT @ BYU / UVA @ MIZ,parlay,3-leg parlay: BYU -148 + MIZ -299,"BYU, MIZ",,194,500,970,lost,2025-12-27,GT @ BYU: BYU -148 (win); UVA @ MIZ: MIZ -299 (loss)
1295,2025-12-27,Multi,NCAAF/NFL,GT @ BYU / ARI @ CIN / LA @ ATL,parlay,5-leg parlay: (2H) BYU -3.5 -115 + CIN -350 + LA -450,"BYU, CIN, LA",,618,500,3090,lost,2025-12-27,GT @ BYU: (2H) BYU -3.5 -115 (win); ARI @ CIN: CIN -350 (win); LA @ ATL: LA -450 (loss)
1296,2025-12-27,Football,NFL,HOU @ LAC / TB @ MIA / LA @ ATL +2 more,parlay,2-leg parlay: HOU +105 + TB -250 + LA -450 + SEA -345 + SF -162,"HOU, TB, LA, SEA, SF",,112,500,560,lost,2025-12-27,HOU @ LAC: HOU +105 (win); TB @ MIA: TB -250 (loss); LA @ ATL: LA -450 (loss); SEA @ CAR: SEA -345 (win); CHI @ SF: SF -162 (win)
1297,2025-12-27,Multi,NCAAF/NFL,M-OH @ FRES / NE @ NYJ / HOU @ LAC +1 more,parlay,3-leg parlay: M-OH @ FRES: o41 -110 + NE -900 + HOU +7.5 -108 + BAL +9.5 +100,"M-OH, NE, HOU, BAL",,735,300,2205,won,2025-12-27,M-OH @ FRES: M-OH @ FRES: o41 -110 (loss); NE @ NYJ: NE -900 (win); HOU @ LAC: HOU +7.5 -108 (win); BAL @ GB: BAL +9.5 +100 (win)
1298,2025-12-27,Multi,NCAAF/NFL,HOU @ LAC / BAL @ GB / UNT @ SDSU,parlay,2-leg parlay: HOU +105 + BAL +130 + SDSU +7.5 -130,"HOU, BAL, SDSU",,115,500,575,lost,2025-12-27,HOU @ LAC: HOU +105 (win); BAL @ GB: BAL +130 (win); UNT @ SDSU: SDSU +7.5 -130 (win)
1299,2025-12-27,Football,NCAAF,UVA @ MIZ / ARI @ SMU,parlay,2-leg parlay: MIZ -299 + ARI -162,"MIZ, ARI",,152,500,760,won,2025-12-27,UVA @ MIZ: MIZ -299 (loss); ARI @ SMU: ARI -162 (loss)
1300,2025-12-28,Football,NFL,SEA @ CAR / PHI @ BUF,parlay,2-leg parlay: SEA -300 + PHI +3 -120,"SEA, PHI",,176,500,880,won,2025-12-28,SEA @ CAR: SEA -300 (win); PHI @ BUF: PHI +3 -120 (win)
1301,2025-12-28,Football,NFL,TB @ MIA / SEA @ CAR / PIT @ CLE +2 more,parlay,3-leg parlay: (2H) TB -6.5 -110 + (2H) SEA -200 + CLE +9 -105 + JAC -0.5 -110 + LA -2.5 -110 + TB +0.5 -110,"TB, SEA, CLE, JAC, LA, TB",,253,500,1265,lost,2025-12-28,TB @ MIA: (2H) TB -6.5 -110 (win); SEA @ CAR: (2H) SEA -200 (win); PIT @ CLE: CLE +9 -105 (win); JAC @ IND: JAC -0.5 -110 (win); LA @ ATL: LA -2.5 -110 (loss); TB @ MIA: TB +0.5 -110 (loss)
1302,2025-12-28,Football,NFL,PHI @ BUF / LA @ ATL / CHI @ SF,parlay,2-leg parlay: (2H) BUF -6.5 -115 + LA -400 + SF -195,"BUF, LA, SF",,143,500,715,lost,2025-12-28,PHI @ BUF: (2H) BUF -6.5 -115 (win); LA @ ATL: LA -400 (loss); CHI @ SF: SF -195 (win)
1303,2025-12-28,Football,NFL,PHI @ BUF / CHI @ SF / LA @ ATL +2 more,parlay,2-leg parlay: BUF -170 + SF -190 + LA -1 -102 + CAR +9 -102 + SF +7 -110,"BUF, SF, LA, CAR, SF",,188,500,940,lost,2025-12-28,PHI @ BUF: BUF -170 (loss); CHI @ SF: SF -190 (win); LA @ ATL: LA -1 -102 (loss); CAR @ TB: CAR +9 -102 (win); SEA @ SF: SF +7 -110 (loss)
1304,2025-12-30,Football,NCAAF,TENN @ ILL / MIA @ OSU,parlay,4-leg parlay: ILL +120 + OSU -360,"ILL, OSU",,257,500,1285,lost,2025-12-30,TENN @ ILL: ILL +120 (win); MIA @ OSU: OSU -360 (loss)
1305,2025-12-31,Multi,NBA/NCAAF,MICH @ TEX / NYK @ SAS / MIA @ OSU +1 more,parlay,3-leg parlay: TEX -180 + SAS -139 + OSU -330 + UTAH -500,"TEX, SAS, OSU, UTAH",,103,500,515,lost,2025-12-31,MICH @ TEX: TEX -180 (win); NYK @ SAS: SAS -139 (win); MIA @ OSU: OSU -330 (loss); NEB @ UTAH: UTAH -500 (win)
1306,2025-12-31,Football,NCAAF,MICH @ TEX / NEB @ UTAH / MIA @ OSU +2 more,parlay,3-leg parlay: TEX -180 + UTAH -500 + OSU -330 + OSU -4 -110 + BAMA +13 -115 + UGA -1 -105,"TEX, UTAH, OSU, OSU, BAMA, UGA",,802,250,2005,lost,2025-12-31,MICH @ TEX: TEX -180 (win); NEB @ UTAH: UTAH -500 (win); MIA @ OSU: OSU -330 (loss); MIA @ OSU: OSU -4 -110 (loss); BAMA @ IU: BAMA +13 -115 (loss); MISS @ UGA: UGA -1 -105 (loss)
1307,2025-12-31,Multi,NCAAF/NFL,ARI @ LA / MIA @ OSU / SEA @ SF,parlay,3-leg parlay: ARI +255 + OSU -375 + SF +100,"ARI, OSU, SF",,292,750,2190,lost,2025-12-31,ARI @ LA: ARI +255 (loss); MIA @ OSU: OSU -375 (loss); SEA @ SF: SF +100 (loss)
1308,2026-01-01,Football,NCAAF,BAMA @ IU / MISS @ UGA / ORE @ TTU,parlay,3-leg parlay: IU -265 + UGA -238 + (2H) TTU -0.5 +100,"IU, UGA, TTU",,282,500,1410,lost,2026-01-01,BAMA @ IU: IU -265 (win); MISS @ UGA: UGA -238 (loss); ORE @ TTU: (2H) TTU -0.5 +100 (loss)
1309,2026-01-01,Football,NCAAF,ORE @ TTU / BAMA @ IU / MISS @ UGA,parlay,3-leg parlay: TTU -105 + IU -265 + UGA -238,"TTU, IU, UGA",,174,1000,1740,lost,2026-01-01,ORE @ TTU: TTU -105 (loss); BAMA @ IU: IU -265 (win); MISS @ UGA: UGA -238 (loss)
1310,2026-01-01,Football,NCAAF,BAMA @ IU / MISS @ UGA / NAVY @ CIN,parlay,3-leg parlay: IU -265 + UGA -220 + NAVY -270,"IU, UGA, NAVY",,528,500,2640,lost,2026-01-01,BAMA @ IU: IU -265 (win); MISS @ UGA: UGA -220 (loss); NAVY @ CIN: NAVY -270 (win)
1311,2026-01-01,Football,NCAAF,WF @ MSST / NAVY @ CIN / MISS @ UGA,parlay,5-leg parlay: WF +135 + NAVY -270 + (2H) UGA -1.5 -105,"WF, NAVY, UGA",,298,500,1490,won,2026-01-01,WF @ MSST: WF +135 (win); NAVY @ CIN: NAVY -270 (win); MISS @ UGA: (2H) UGA -1.5 -105 (loss)
1312,2026-01-02,Multi,NCAAF/NFL,NAVY @ CIN / IND @ HOU / TEN @ JAC +2 more,parlay,5-leg parlay: NAVY -286 + HOU -575 + JAC -850 + LA -375 + SEA -130,"NAVY, HOU, JAC, LA, SEA",,3447,250,8617.5,lost,2026-01-02,NAVY @ CIN: NAVY -286 (win); IND @ HOU: HOU -575 (win); TEN @ JAC: JAC -850 (win); ARI @ LA: LA -375 (win); SEA @ SF: SEA -130 (win)
1313,2026-01-02,Multi,NCAAF/NFL,BAL @ PIT / ARI @ SMU / WF @ MSST +3 more,parlay,2-leg parlay: PIT +180 + ARI +108 + WF +124 + PHI -210 + SEA -134 + CAR +8.5 -102 + SF +7.5 -110,"PIT, ARI, WF, PHI, SEA, CAR, SF",,659,250,1647.5,lost,2026-01-02,BAL @ PIT: PIT +180 (win); ARI @ SMU: ARI +108 (loss); WF @ MSST: WF +124 (win); WAS @ PHI: PHI -210 (loss); SEA @ SF: SEA -134 (win); CAR @ TB: CAR +8.5 -102 (win); SEA @ SF: SF +7.5 -110 (loss)
1314,2026-01-03,Football,NFL,ARI @ LA / SEA @ SF,parlay,5-leg parlay: ARI +270 + SF +105,"ARI, SF",,8335,50,4167.5,lost,2026-01-03,ARI @ LA: ARI +270 (loss); SEA @ SF: SF +105 (loss)
1315,2026-01-03,Football,NFL,SEA @ SF / DAL @ NYG / NO @ ATL +2 more,parlay,7-leg parlay: SEA -155 + NYG +150 + NO +190 + WAS +150 + PIT +170,"SEA, NYG, NO, WAS, PIT",,1920,185,3552,won,2026-01-03,SEA @ SF: SEA -155 (win); DAL @ NYG: NYG +150 (win); NO @ ATL: NO +190 (loss); WAS @ PHI: WAS +150 (win); BAL @ PIT: PIT +170 (win)
1316,2026-01-03,Football,NFL,SEA @ SF / KC @ LV / LAC @ DEN +4 more,parlay,8-leg parlay:  + LV +195 + DEN -1000 + JAC -715 + MIN -575 + HOU -375 + WAS +4.5 -115,"SEA/SF, LV, DEN, JAC, MIN, HOU, WAS",,2305,217,5001.85,won,2026-01-03,SEA @ SF:  (win); KC @ LV: LV +195 (win); LAC @ DEN: DEN -1000 (win); TEN @ JAC: JAC -715 (win); GB @ MIN: MIN -575 (win); IND @ HOU: HOU -375 (win); WAS @ PHI: WAS +4.5 -115 (win)
1317,2026-01-03,Football,NFL,SEA @ SF / TEN @ JAC / KC @ LV +5 more,parlay,6-leg parlay:  + JAC -715 + LV +195 + HOU -375 + MIN -575 + NE -900 + WAS +4.5 -115 + DEN -1350,"SEA/SF, JAC, LV, HOU, MIN, NE, WAS, DEN",,4386,100,4386,won,2026-01-03,SEA @ SF:  (win); TEN @ JAC: JAC -715 (win); KC @ LV: LV +195 (win); IND @ HOU: HOU -375 (win); GB @ MIN: MIN -575 (win); MIA @ NE: NE -900 (win); WAS @ PHI: WAS +4.5 -115 (win); LAC @ DEN: DEN -1350 (win)
1318,2026-01-03,Football,NFL,IND @ HOU / TEN @ JAC / SEA @ SF +3 more,parlay,4-leg parlay: HOU -375 + JAC -715 + SEA -155 + NYG +150 + LV +185 + PIT +170,"HOU, JAC, SEA, NYG, LV, PIT",,149,250,372.5,lost,2026-01-03,IND @ HOU: HOU -375 (win); TEN @ JAC: JAC -715 (win); SEA @ SF: SEA -155 (win); DAL @ NYG: NYG +150 (win); KC @ LV: LV +185 (win); BAL @ PIT: PIT +170 (win)
1319,2026-01-04,Football,NFL,IND @ HOU / TEN @ JAC / GB @ MIN +1 more,parlay,4-leg parlay: HOU -375 + JAC -715 + MIN -750 + PHI -175,"HOU, JAC, MIN, PHI",,135,250,337.5,won,2026-01-04,IND @ HOU: HOU -375 (win); TEN @ JAC: JAC -715 (win); GB @ MIN: MIN -750 (win); WAS @ PHI: PHI -175 (loss)
1320,2026-01-04,Football,NFL,IND @ HOU / TEN @ JAC / GB @ MIN +1 more,parlay,4-leg parlay: HOU -375 + JAC -715 + MIN -750 + ATL -220,"HOU, JAC, MIN, ATL",,147,250,367.5,lost,2026-01-04,IND @ HOU: HOU -375 (win); TEN @ JAC: JAC -715 (win); GB @ MIN: MIN -750 (win); NO @ ATL: ATL -220 (win)
1321,2026-01-04,Football,NFL,TEN @ JAC / GB @ MIN / DAL @ NYG +1 more,parlay,4-leg parlay: JAC -715 + MIN -750 + DAL -170 + HOU -375,"JAC, MIN, DAL, HOU",,768,500,3840,lost,2026-01-04,TEN @ JAC: JAC -715 (win); GB @ MIN: MIN -750 (win); DAL @ NYG: DAL -170 (loss); IND @ HOU: HOU -375 (win)
1322,2026-01-09,Multi,NCAAF/NFL,LA @ CAR / BUF @ JAC / HOU @ PIT +1 more,parlay,3-leg parlay: LA -620 + JAC -106 + PIT +130 + IU -161,"LA, JAC, PIT, IU",,237,500,1185,lost,2026-01-09,LA @ CAR: LA -620 (win); BUF @ JAC: JAC -106 (loss); HOU @ PIT: PIT +130 (loss); ORE @ IU: IU -161 (win)
1323,2026-01-09,Multi,NCAAF/NFL,ORE @ IU / SF @ PHI / LAC @ NE,parlay,3-leg parlay: IU -170 + PHI -270 + NE -190,"IU, PHI, NE",,320,500,1600,lost,2026-01-09,ORE @ IU: IU -170 (win); SF @ PHI: PHI -270 (loss); LAC @ NE: NE -190 (win)
1324,2026-01-09,Multi,NCAAF/NFL,SF @ PHI / LA @ CAR / ORE @ IU,parlay,3-leg parlay: PHI -5.5 -110 + LA -650 + IU -3.5 -110,"PHI, LA, IU",,320,500,1600,won,2026-01-09,SF @ PHI: PHI -5.5 -110 (loss); LA @ CAR: LA -650 (win); ORE @ IU: IU -3.5 -110 (win)
1325,2026-01-09,Multi,NCAAF/NFL,ORE @ IU / LA @ CAR / LAC @ NE,parlay,2-leg parlay: IU -3.5 -110 + LA -650 + NE -3.5 -110,"IU, LA, NE",,122,500,610,lost,2026-01-09,ORE @ IU: IU -3.5 -110 (win); LA @ CAR: LA -650 (win); LAC @ NE: NE -3.5 -110 (win)
1326,2026-01-10,Football,NFL,LA @ CAR,parlay,2-leg parlay: LA -575 + LA @ CAR: u46 -108,"LA, LA",,140,500,700,won,2026-01-10,LA @ CAR: LA -575 (win); LA @ CAR: LA @ CAR: u46 -108 (loss)
1327,2026-01-10,Multi,NCAAF/NFL,GB @ CHI / MIA @ IU / LAC @ NE +1 more,parlay,3-leg parlay: (2H) CHI -1 -120 + IU -325 + LAC +9.5 -105 + SF +12 -110 + IU -1.5 -105,"CHI, IU, LAC, SF, IU",,1128,300,3384,lost,2026-01-10,GB @ CHI: (2H) CHI -1 -120 (win); MIA @ IU: IU -325 (win); LAC @ NE: LAC +9.5 -105 (loss); SF @ PHI: SF +12 -110 (win); MIA @ IU: IU -1.5 -105 (win)
1328,2026-01-12,Multi,NCAAF/NFL,MIA @ IU / HOU @ PIT / SF @ SEA,parlay,3-leg parlay: IU -352 + (Live) PIT +145 + SF +300 + PIT +9 +105 + HOU @ PIT: o32 +100 + IU -2.5 -109,"IU, PIT, SF, PIT, HOU, IU",,228,500,1140,lost,2026-01-12,MIA @ IU: IU -352 (win); HOU @ PIT: (Live) PIT +145 (loss); SF @ SEA: SF +300 (loss); HOU @ PIT: PIT +9 +105 (loss); HOU @ PIT: HOU @ PIT: o32 +100 (win); MIA @ IU: IU -2.5 -109 (win)
1329,2026-01-19,Multi,NCAAF/NFL,MIA @ IU / NE @ DEN / LA @ SEA,parlay,3-leg parlay: IU -340 + NE -238 + LA +3 -130 + IU -1.5 -112 + NE PK -105,"IU, NE, LA, IU, NE",,163,500,815,lost,2026-01-19,MIA @ IU: IU -340 (win); NE @ DEN: NE -238 (win); LA @ SEA: LA +3 -130 (loss); MIA @ IU: IU -1.5 -112 (win); NE @ DEN: NE PK -105 (win)
1330,2026-01-24,Basketball,NCAAB,NW @ UCLA / ILL @ PUR / SDSU @ UNLV,parlay,3-leg parlay: UCLA -299 + PUR -258 + SDSU -240,"UCLA, PUR, SDSU",,300,250,750,lost,2026-01-24,NW @ UCLA: UCLA -299 (win); ILL @ PUR: PUR -258 (loss); SDSU @ UNLV: SDSU -240 (win)
1331,2026-02-08,Multi,NBA/NFL,LAC @ MIN / IND @ TOR / SEA @ NE,parlay,2-leg parlay: MIN -355 + TOR -370 + SEA -7.5 +140,"MIN, TOR, SEA",,156,1000,1560,lost,2026-02-08,LAC @ MIN: MIN -355 (loss); IND @ TOR: TOR -370 (win); SEA @ NE: SEA -7.5 +140 (win)
1332,2026-02-28,Basketball,NCAAB,USI @ UALR / VT @ UNC,parlay,5-leg parlay: (2H) USI @ UALR: u74.5 -120 + UNC -295,"USI, UNC",,780,500,3900,lost,2026-02-28,USI @ UALR: (2H) USI @ UALR: u74.5 -120 (loss); VT @ UNC: UNC -295 (win)
1333,2026-03-12,Basketball,NCAAB,ISU @ TTU / WASH @ WIS / UNLV @ USU +2 more,parlay,3-leg parlay: ISU -223 + WIS -7.5 -110 + USU -275 + TENN -235 + HOU -9.5 -107,"ISU, WIS, USU, TENN, HOU",,173,500,865,lost,2026-03-12,ISU @ TTU: ISU -223 (win); WASH @ WIS: WIS -7.5 -110 (loss); UNLV @ USU: USU -275 (win); AUB @ TENN: TENN -235 (win); BYU @ HOU: HOU -9.5 -107 (loss)
1334,2026-03-13,Basketball,NCAAB,WIS @ ILL / ISU @ ARIZ / CHAR @ UAB,parlay,4-leg parlay: ILL -385 + ARIZ -170 + UAB -215,"ILL, ARIZ, UAB",,105,500,525,lost,2026-03-13,WIS @ ILL: ILL -385 (loss); ISU @ ARIZ: ARIZ -170 (win); CHAR @ UAB: UAB -215 (loss)
1335,2026-03-13,Basketball,NCAAB,GTWN @ CONN / OKLA @ ARK / WIS @ ILL +1 more,parlay,5-leg parlay: CONN -1600 + ARK -300 + ILL -345 + DUKE -600,"CONN, ARK, ILL, DUKE",,422,500,2110,lost,2026-03-13,GTWN @ CONN: CONN -1600 (win); OKLA @ ARK: ARK -300 (win); WIS @ ILL: ILL -345 (loss); CLEM @ DUKE: DUKE -600 (win)
1336,2026-03-13,Basketball,NCAAB,DUQ @ VCU / WIS @ ILL / HALL @ SJU +2 more,parlay,5-leg parlay: VCU -375 + ILL -385 + SJU -375 + UVU -475 + MASS +142,"VCU, ILL, SJU, UVU, MASS",,146,500,730,lost,2026-03-13,DUQ @ VCU: VCU -375 (win); WIS @ ILL: ILL -385 (loss); HALL @ SJU: SJU -375 (win); UTA @ UVU: UVU -475 (win); MASS @ TOL: MASS +142 (loss)
